Category,Subcategory,Faction,Type,Deed,LP,Trait,Details,Title,Level,Party
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,Woodhurst Has Fallen,,,Woodhurst – Gifemund – Class trait point,,93,Solo
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,To Helm's Deep,,,Erkenbrand's Refuge – Gandalf – Class trait point,,94,Solo
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,Let's Take the Hornburg,,,Helm's Deep – Summons to the Final Stand,Hammerhand,95,Solo
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,Drawn to the Water,,,Entwood – Quickbeam's Huorn,,95,Solo
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,In Need of Tending,,,Entwood – Quickbeam's Huorn,,95,Solo
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,A Thunder of Boughs,,,Entwood – Quickbeam's Huorn,,95,Solo
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,Twisted Branches,,,Entwood – Quickbeam's Huorn,,95,Solo
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,The Voice of Fangorn,,,Entwood – Quickbeam's Huorn,,95,Solo
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,Where Has Treebeard Gone?,,,Entwood – Quickbeam's Huorn,,95,Solo
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,Growth in Darkness,,,Entwood – Quickbeam's Huorn,,95,Solo
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,The Enemy That Was,,,Entwood – Quickbeam's Huorn,,95,Solo
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,Awakening the Forest,,,Entwood – Quickbeam's Huorn,,95,Solo
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,A Natural Remedy,,,Entwood – Quickbeam's Huorn,,95,Solo
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,Unearthing Trouble,,,Entwood – Quickbeam's Huorn,,95,Solo
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,Feasting on the Forest,,,Entwood – Quickbeam's Huorn,,95,Solo
